cidade,data,temperatura,descricao,nuvens,dados_climaticos_id
Rio de Janeiro,2024-06-03 00:00:00,20,céu limpo,8,3451190
Rio de Janeiro,2024-06-03 03:00:00,19,céu limpo,4,3451190
Rio de Janeiro,2024-06-03 06:00:00,19,céu limpo,2,3451190
Rio de Janeiro,2024-06-03 09:00:00,18,céu limpo,3,3451190
Rio de Janeiro,2024-06-03 12:00:00,22,céu limpo,3,3451190
Rio de Janeiro,2024-06-03 15:00:00,27,céu limpo,0,3451190
Rio de Janeiro,2024-06-03 18:00:00,26,céu limpo,8,3451190
Rio de Janeiro,2024-06-03 21:00:00,23,céu limpo,0,3451190
Rio de Janeiro,2024-06-04 00:00:00,22,céu limpo,0,3451190
Rio de Janeiro,2024-06-04 03:00:00,21,céu limpo,0,3451190
Rio de Janeiro,2024-06-04 06:00:00,20,céu limpo,0,3451190
Rio de Janeiro,2024-06-04 09:00:00,20,céu limpo,0,3451190
Rio de Janeiro,2024-06-04 12:00:00,22,chuva leve,0,3451190
Rio de Janeiro,2024-06-04 15:00:00,23,chuva leve,18,3451190
Rio de Janeiro,2024-06-04 18:00:00,22,chuva leve,25,3451190
Rio de Janeiro,2024-06-04 21:00:00,21,chuva leve,12,3451190
Rio de Janeiro,2024-06-05 00:00:00,20,chuva leve,12,3451190
Rio de Janeiro,2024-06-05 03:00:00,20,chuva leve,100,3451190
Rio de Janeiro,2024-06-05 06:00:00,19,chuva leve,75,3451190
Rio de Janeiro,2024-06-05 09:00:00,18,céu limpo,9,3451190
Rio de Janeiro,2024-06-05 12:00:00,20,céu limpo,1,3451190
Rio de Janeiro,2024-06-05 15:00:00,23,céu limpo,0,3451190
Rio de Janeiro,2024-06-05 18:00:00,23,céu limpo,0,3451190
Rio de Janeiro,2024-06-05 21:00:00,21,céu limpo,6,3451190
Rio de Janeiro,2024-06-06 00:00:00,20,céu limpo,6,3451190
Rio de Janeiro,2024-06-06 03:00:00,20,céu limpo,0,3451190
Rio de Janeiro,2024-06-06 06:00:00,19,céu limpo,1,3451190
Rio de Janeiro,2024-06-06 09:00:00,18,céu limpo,1,3451190
Rio de Janeiro,2024-06-06 12:00:00,21,céu limpo,1,3451190
Rio de Janeiro,2024-06-06 15:00:00,23,céu limpo,0,3451190
Rio de Janeiro,2024-06-06 18:00:00,23,céu limpo,0,3451190
Rio de Janeiro,2024-06-06 21:00:00,21,céu limpo,2,3451190
São Paulo,2024-06-02 00:00:00,17,algumas nuvens,12,3448439
São Paulo,2024-06-02 03:00:00,16,nublado,65,3448439
São Paulo,2024-06-02 06:00:00,14,nublado,99,3448439
São Paulo,2024-06-02 09:00:00,14,nublado,99,3448439
São Paulo,2024-06-02 12:00:00,16,nublado,96,3448439
São Paulo,2024-06-02 15:00:00,23,nuvens dispersas,42,3448439
São Paulo,2024-06-02 18:00:00,25,nuvens dispersas,34,3448439
São Paulo,2024-06-02 21:00:00,21,nublado,51,3448439
São Paulo,2024-06-03 00:00:00,19,nuvens dispersas,32,3448439
São Paulo,2024-06-03 03:00:00,18,algumas nuvens,16,3448439
São Paulo,2024-06-03 06:00:00,16,nuvens dispersas,32,3448439
São Paulo,2024-06-03 09:00:00,16,nuvens dispersas,41,3448439
São Paulo,2024-06-03 12:00:00,19,algumas nuvens,21,3448439
São Paulo,2024-06-03 15:00:00,25,céu limpo,0,3448439
São Paulo,2024-06-03 18:00:00,26,céu limpo,1,3448439
São Paulo,2024-06-03 21:00:00,23,algumas nuvens,15,3448439
São Paulo,2024-06-04 00:00:00,18,algumas nuvens,21,3448439
São Paulo,2024-06-04 03:00:00,16,nublado,70,3448439
São Paulo,2024-06-04 06:00:00,17,nublado,83,3448439
São Paulo,2024-06-04 09:00:00,16,chuva leve,98,3448439
São Paulo,2024-06-04 12:00:00,17,chuva leve,97,3448439
São Paulo,2024-06-04 15:00:00,17,chuva leve,100,3448439
São Paulo,2024-06-04 18:00:00,16,chuva leve,100,3448439
São Paulo,2024-06-04 21:00:00,16,chuva leve,99,3448439
São Paulo,2024-06-05 00:00:00,16,chuva leve,99,3448439
São Paulo,2024-06-05 03:00:00,16,chuva leve,99,3448439
São Paulo,2024-06-05 06:00:00,16,nublado,98,3448439
São Paulo,2024-06-05 09:00:00,16,nublado,100,3448439
São Paulo,2024-06-05 12:00:00,17,nublado,81,3448439
São Paulo,2024-06-05 15:00:00,21,algumas nuvens,18,3448439
São Paulo,2024-06-05 18:00:00,22,algumas nuvens,12,3448439
São Paulo,2024-06-05 21:00:00,19,céu limpo,1,3448439
São Paulo,2024-06-06 00:00:00,17,céu limpo,0,3448439
São Paulo,2024-06-06 03:00:00,16,algumas nuvens,14,3448439
São Paulo,2024-06-06 06:00:00,15,nuvens dispersas,31,3448439
São Paulo,2024-06-06 09:00:00,15,nublado,56,3448439
São Paulo,2024-06-06 12:00:00,17,nublado,70,3448439
São Paulo,2024-06-06 15:00:00,22,céu limpo,6,3448439
São Paulo,2024-06-06 18:00:00,24,céu limpo,8,3448439
São Paulo,2024-06-06 21:00:00,21,nublado,68,3448439
Curitiba,2024-06-02 00:00:00,14,nuvens dispersas,44,6322752
Curitiba,2024-06-02 03:00:00,13,nublado,73,6322752
Curitiba,2024-06-02 06:00:00,12,nublado,99,6322752
Curitiba,2024-06-02 09:00:00,11,nublado,100,6322752
Curitiba,2024-06-02 12:00:00,15,nublado,84,6322752
Curitiba,2024-06-02 15:00:00,21,céu limpo,0,6322752
Curitiba,2024-06-02 18:00:00,22,céu limpo,0,6322752
Curitiba,2024-06-02 21:00:00,17,céu limpo,2,6322752
Curitiba,2024-06-03 00:00:00,15,nuvens dispersas,29,6322752
Curitiba,2024-06-03 03:00:00,14,nublado,98,6322752
Curitiba,2024-06-03 06:00:00,13,nublado,63,6322752
Curitiba,2024-06-03 09:00:00,12,céu limpo,0,6322752
Curitiba,2024-06-03 12:00:00,17,céu limpo,0,6322752
Curitiba,2024-06-03 15:00:00,22,céu limpo,0,6322752
Curitiba,2024-06-03 18:00:00,23,céu limpo,0,6322752
Curitiba,2024-06-03 21:00:00,16,céu limpo,8,6322752
Curitiba,2024-06-04 00:00:00,13,nuvens dispersas,44,6322752
Curitiba,2024-06-04 03:00:00,12,nublado,100,6322752
Curitiba,2024-06-04 06:00:00,11,nublado,100,6322752
Curitiba,2024-06-04 09:00:00,11,nublado,100,6322752
Curitiba,2024-06-04 12:00:00,11,nublado,100,6322752
Curitiba,2024-06-04 15:00:00,12,nublado,100,6322752
Curitiba,2024-06-04 18:00:00,12,nublado,100,6322752
Curitiba,2024-06-04 21:00:00,12,nublado,100,6322752
Curitiba,2024-06-05 00:00:00,12,nublado,100,6322752
Curitiba,2024-06-05 03:00:00,12,nublado,99,6322752
Curitiba,2024-06-05 06:00:00,10,nublado,75,6322752
Curitiba,2024-06-05 09:00:00,11,nublado,76,6322752
Curitiba,2024-06-05 12:00:00,14,nublado,67,6322752
Curitiba,2024-06-05 15:00:00,21,céu limpo,4,6322752
Curitiba,2024-06-05 18:00:00,22,céu limpo,2,6322752
Curitiba,2024-06-05 21:00:00,17,céu limpo,0,6322752
Curitiba,2024-06-06 00:00:00,14,céu limpo,1,6322752
Curitiba,2024-06-06 03:00:00,13,céu limpo,7,6322752
Curitiba,2024-06-06 06:00:00,12,algumas nuvens,21,6322752
Curitiba,2024-06-06 09:00:00,12,nublado,90,6322752
Curitiba,2024-06-06 12:00:00,15,nublado,85,6322752
Curitiba,2024-06-06 15:00:00,22,algumas nuvens,13,6322752
Curitiba,2024-06-06 18:00:00,23,algumas nuvens,11,6322752
Curitiba,2024-06-06 21:00:00,17,algumas nuvens,17,6322752
Porto Alegre,2024-06-02 00:00:00,16,céu limpo,6,3452925
Porto Alegre,2024-06-02 03:00:00,15,céu limpo,0,3452925
Porto Alegre,2024-06-02 06:00:00,14,céu limpo,0,3452925
Porto Alegre,2024-06-02 09:00:00,13,céu limpo,4,3452925
Porto Alegre,2024-06-02 12:00:00,16,céu limpo,2,3452925
Porto Alegre,2024-06-02 15:00:00,21,céu limpo,0,3452925
Porto Alegre,2024-06-02 18:00:00,23,céu limpo,10,3452925
Porto Alegre,2024-06-02 21:00:00,19,céu limpo,9,3452925
Porto Alegre,2024-06-03 00:00:00,18,algumas nuvens,17,3452925
Porto Alegre,2024-06-03 03:00:00,17,nuvens dispersas,36,3452925
Porto Alegre,2024-06-03 06:00:00,14,nublado,69,3452925
Porto Alegre,2024-06-03 09:00:00,13,nublado,100,3452925
Porto Alegre,2024-06-03 12:00:00,11,chuva leve,100,3452925
Porto Alegre,2024-06-03 15:00:00,11,chuva leve,100,3452925
Porto Alegre,2024-06-03 18:00:00,10,chuva leve,100,3452925
Porto Alegre,2024-06-03 21:00:00,10,nublado,69,3452925
Porto Alegre,2024-06-04 00:00:00,10,nublado,61,3452925
Porto Alegre,2024-06-04 03:00:00,9,céu limpo,6,3452925
Porto Alegre,2024-06-04 06:00:00,9,nuvens dispersas,35,3452925
Porto Alegre,2024-06-04 09:00:00,9,nublado,100,3452925
Porto Alegre,2024-06-04 12:00:00,11,nublado,100,3452925
Porto Alegre,2024-06-04 15:00:00,16,nublado,78,3452925
Porto Alegre,2024-06-04 18:00:00,18,nublado,89,3452925
Porto Alegre,2024-06-04 21:00:00,15,nublado,76,3452925
Porto Alegre,2024-06-05 00:00:00,14,nublado,62,3452925
Porto Alegre,2024-06-05 03:00:00,13,nuvens dispersas,37,3452925
Porto Alegre,2024-06-05 06:00:00,14,nublado,60,3452925
Porto Alegre,2024-06-05 09:00:00,13,nublado,100,3452925
Porto Alegre,2024-06-05 12:00:00,14,nublado,100,3452925
Porto Alegre,2024-06-05 15:00:00,20,nublado,87,3452925
Porto Alegre,2024-06-05 18:00:00,21,nublado,89,3452925
Porto Alegre,2024-06-05 21:00:00,18,nublado,53,3452925
Porto Alegre,2024-06-06 00:00:00,17,nublado,76,3452925
Porto Alegre,2024-06-06 03:00:00,17,nublado,97,3452925
Porto Alegre,2024-06-06 06:00:00,16,nublado,98,3452925
Porto Alegre,2024-06-06 09:00:00,16,nublado,98,3452925
Porto Alegre,2024-06-06 12:00:00,18,nublado,99,3452925
Porto Alegre,2024-06-06 15:00:00,23,nublado,100,3452925
Porto Alegre,2024-06-06 18:00:00,25,nublado,88,3452925
Porto Alegre,2024-06-06 21:00:00,21,nublado,95,3452925
Florianópolis,2024-06-02 00:00:00,17,nuvens dispersas,42,6323121
Florianópolis,2024-06-02 03:00:00,16,nublado,73,6323121
Florianópolis,2024-06-02 06:00:00,17,nublado,100,6323121
Florianópolis,2024-06-02 09:00:00,16,nublado,71,6323121
Florianópolis,2024-06-02 12:00:00,18,nublado,52,6323121
Florianópolis,2024-06-02 15:00:00,21,nuvens dispersas,30,6323121
Florianópolis,2024-06-02 18:00:00,21,algumas nuvens,17,6323121
Florianópolis,2024-06-02 21:00:00,18,céu limpo,1,6323121
Florianópolis,2024-06-03 00:00:00,17,céu limpo,5,6323121
Florianópolis,2024-06-03 03:00:00,16,algumas nuvens,14,6323121
Florianópolis,2024-06-03 06:00:00,16,céu limpo,10,6323121
Florianópolis,2024-06-03 09:00:00,16,céu limpo,3,6323121
Florianópolis,2024-06-03 12:00:00,18,céu limpo,2,6323121
Florianópolis,2024-06-03 15:00:00,20,céu limpo,3,6323121
Florianópolis,2024-06-03 18:00:00,17,céu limpo,1,6323121
Florianópolis,2024-06-03 21:00:00,15,nublado,69,6323121
Florianópolis,2024-06-04 00:00:00,15,nublado,78,6323121
Florianópolis,2024-06-04 03:00:00,14,nublado,100,6323121
Florianópolis,2024-06-04 06:00:00,14,chuva leve,100,6323121
Florianópolis,2024-06-04 09:00:00,14,chuva leve,100,6323121
Florianópolis,2024-06-04 12:00:00,14,nublado,100,6323121
Florianópolis,2024-06-04 15:00:00,16,nublado,100,6323121
Florianópolis,2024-06-04 18:00:00,17,nublado,100,6323121
Florianópolis,2024-06-04 21:00:00,16,nublado,100,6323121
Florianópolis,2024-06-05 00:00:00,15,nublado,83,6323121
Florianópolis,2024-06-05 03:00:00,15,nublado,78,6323121
Florianópolis,2024-06-05 06:00:00,15,nublado,69,6323121
Florianópolis,2024-06-05 09:00:00,14,nuvens dispersas,33,6323121
Florianópolis,2024-06-05 12:00:00,16,nublado,54,6323121
Florianópolis,2024-06-05 15:00:00,20,céu limpo,2,6323121
Florianópolis,2024-06-05 18:00:00,20,céu limpo,3,6323121
Florianópolis,2024-06-05 21:00:00,17,céu limpo,4,6323121
Florianópolis,2024-06-06 00:00:00,17,céu limpo,9,6323121
Florianópolis,2024-06-06 03:00:00,17,nublado,73,6323121
Florianópolis,2024-06-06 06:00:00,17,nublado,85,6323121
Florianópolis,2024-06-06 09:00:00,17,nublado,100,6323121
Florianópolis,2024-06-06 12:00:00,19,nublado,76,6323121
Florianópolis,2024-06-06 15:00:00,22,nublado,72,6323121
Florianópolis,2024-06-06 18:00:00,22,nublado,82,6323121
Florianópolis,2024-06-06 21:00:00,19,algumas nuvens,17,6323121
